query,ground,type,result,correct
连动词 + 带动词 + 句尾标点（逗号或句号）,连v带v[，+。],4,连v+n[，+。],
顺序包含逗号或句点的句子,顺序a[，+。],4,顺序d+a[，+。],
随着后接动词、形容词、名词、形容词的句子，且句子末尾为逗号或句点,随着[v+a+n+r][，+。],4,随着v[v a n r][， 。],
都后接动词的句子，且句子末尾为逗号或句点,都v了[，+。],4,都v+y[，+。],
不可后接形容词的句子，且句子末尾为逗号或句点,不可v+y[，+。],4,不可v a[， 。],
假使、况且、除非之后接动词，动词后以逗号或句号结尾,[假使+况且+除非][v+a][，+。],4,[假使+况且+除非]v[q+m+]v[，+。],
动词后接形容词，形容词后接逗号或句号,v不住a[，+。],4,不住v+a[，+。],
动词后接形容词，形容词后接逗号或句号,v不住a[，+。],4,不住v+a[，+。],
句首是w，q、r、d、c、v、a、n、m、p后接问，问后接答，句尾是w,w[q+r+d+c+v+a++n+m++p]问.答w,4,w.问.答w,
副词后接形容词，形容词后接逗号或句号,果然d+a[，+。],4,格外d+a[，+。],
动词后接名词，再接逗号或句号,从头v+n[，+。],4,v得n[， 。],
动词后接形容词或副词，再接逗号或句号,长期v+a[，+。],4,不住v a[， 。],
以给、送、教、找、借为开头的动词后接名词,[给+送+教+找+借]r+n,4,[给+送+教+找+借]n,
形容词后接逗号或句号,不可a[，+。],4,恐怕a[，+。],
动词不时后邻u，u后邻逗号或句号,不时v+u[，+。],4,不时v u[， 。],
动词难怪后接由形容词、名词、动词、形容词组成的词汇，词汇后接逗号或句号,难怪[v+a+n+r][，+。],4,难怪v[v+a+n+r][，+。],
w朝夕前接q、r、d、c、v、a、n、m、p，后接w,w朝.夕[q+r+d+c+v+a++n+m++p]w,4,w朝夕[q+r+d+c+v+a++n+m++p]w,
'终究'后接'a'，之后可接逗号或句号,终究a[，+。],4,终究v+a[，+。],
'大肆'后接名词，句尾前后可有逗号或句号,大肆n[，+。],4,大肆d+n[，+。],
'不许'后接动词，动词后接'u'，句尾前后可有逗号或句号,不许v+u[，+。],4,不许v u[， 。],1
非常、分别、分批这三个词组合在一起后接动词，动词后接形容词、动词、名词，再接逗号或句号,[非常+分别+分批]v[v+a+n+][，+。],4,[非常 分别 分批]v[v a n ][， 。],
动词下那后接量词和名词，然后接逗号或句号,下那q+n[，+。],4,下那v+q+n[，+。],
表示包含两个动词组成的短语，且这两个动词之间可以由逗号或句号分隔,到处v+v[，+。],4,一旦v+v[，+。],
表示包含以V开头的动词，后面跟着一系列的动作词，最后以特定的词组合结束,V[上+下+起]*[战栗+战抖],4,V.....+结,
表示包含动词‘新近’，后面跟着一系列的词，且整个短语后面紧跟逗号或句号,新近[v+a+n+r][，+。],4,新近v+n[，+。],
由形容词、副词、名词、动词、量词组成的序列后接上千,[a+d+n+v+l]上千,4,[a+d+n+v++l]上千,
削、规定、打开、享受、更新的组合，后面跟'个',[削+规定+打开+享受+更新]个,4,[削 规定 打开 享受 更新]个,1
逗号或句号开头，后面跟着c+u+r的组合，再跟着逗号或句号, [，+。]c+u+r+[，+。],4,[，+。]d+c+u+r+[，+。],
v+v后面跟着不a的n，再跟着逗号或句号, v+v不a的n[，+。],4,v+v不a+n[，+。],
w后接q、r、d、c、v、a、n、m、p组成的序列，中间可能有多个加号，最后接隐、.、现、w,w[q+r+d+c+v+a++n+m++p]隐.现w,4,w[q r d c v a  n m  p]隐.现w,
形容词暂时后接逗号或句点，且a为形容词,暂时d+a[，+。],4,暂时d a[， 。],
动词v后接a为形容词，且v前为这么,v这么a[，+。],4,这么v a[， 。],
形容词公然后接逗号或句点，且n为名词,公然d+n[，+。],4,公然a n[， 。],
仿佛之后接动词、动词，动词之后接逗号或句号,仿佛v+v[，+。],4,仿佛v v[， 。],1
动词赶快后接形容词，且形容词后接逗号或句号,赶快v+a[，+。],4,赶快v+u[，+。],
动词而后后接助词u，且助词后接逗号或句号,而后v+u[，+。],4,而又v u[， 。],
动词后接名词几天，且名词后接逗号或句号,v几天n[，+。],4,v几n[，+。],
动词从不后接逗号或句号,从不v[，+。],4,从不v[， 。],
逗号或句号后接连词、形容词、助词，且助词后可以接逗号或句号,[，+。]c+a+u+[，+。],4,[，+。]c+a+p[，+。],
的确后接动词，且动词后可以接逗号或句号,的确v[，+。],4,的确v+u[，+。],
匆匆后接动词，且动词后可以接逗号或句号,匆匆v+y[，+。],4,匆匆v+u[，+。],
w后接符合特定词性的序列，然后是否，再接是，最后是w,w[q r d c v a  n m  p]否.是w,4,w[q+r+d+c+v+a++n+m++p]否.是w,
只是动词后接形容词，然后是逗号或句号,只是v y[， 。],4,只是v+y[，+。],
由幸好、幸亏、徐徐组成的序列后接动词，形容词、名词，然后是逗号或句号,[幸好 幸亏 徐徐]v[v a n ][， 。],4,[幸好+幸亏+徐徐]v[v+a+n+][，+。],
副词'并排'后面接动词，最后可以接'，'或'。',并排d v[， 。],4,并排d+v[，+。],
形容词'别'后面接'u'，最后可以接'，'或'。',别a u[， 。],4,别a+u[，+。],
名词'w果'后面接由'因'、'q'、'r'、'd'、'c'、'v'、'a'、'n'、'm'、'p'组成的词汇串，最后是'w',w果.因[q r d c v a  n m  p]w,4,w果.因[q+r+d+c+v+a++n+m++p]w,
临床 + 名词，句尾为逗号或句点,临床d n[， 。],4,临床d+n[，+。],
四处、随后、随即其中之一 + 形容词 + 名词 + 动词，句尾为逗号或句点,[四处 随后 随即][v a n r][， 。],4,[四处 随后 随即]v[v a n ][， 。],
"动词""日夜""后邻连词，连词后邻逗号或句号",日夜v u[，+。],4,日夜v+u[，+。],
"动词""屡次""后邻连词，连词后邻逗号或句号",屡次v u[，+。],4,屡次v+u[，+。],
是后面接形容词，形容词后面可以是逗号或句号,是l的[， 。],4,是a[，+。],1
动词只能，后面跟名词，名词后面可以是逗号或句号,只能v n[， 。],4,只能v+n[，+。],
动词立刻，后面跟另一个动词，两个动词后面可以是逗号或句号,立刻v v[， 。],4,立刻v+v[，+。],
形容词极力，后面跟名词，名词后面可以是逗号或句号,极力d n[， 。],4,极力d+n[，+。],
毫无接形容词，形容词后可跟逗号或句点,毫无v a[， 。],4,毫无v+a[，+。],
w后面接由q、r、d、c、v、a、n、m、p组成的序列，中间有标点，序列后接仆和主，整个序列后接w,w[q+r+d+c+v+a++n+m++p]仆.主w,4,w仆.主[q r d c v a  n m  p]w,
都没人接动词，动词后可跟逗号或句点,都没人v[，+。],4,都没人v[， 。],1
由有、是、在组成的序列接名词，序列后紧跟句点,s[有+是+在]n。,4,[有+是+在]n。,
只后接形容词，形容词后接逗号或句号,只管a[， 。],4,只管a[，+。],
那道后接名词，名词后接逗号或句号,那道n[， 。],4,那道n[，+。],1
决不后接动词、形容词、名词和否定词，否定词后接逗号或句号,决不v[v a n r][， 。],4,决不v[v+a+n+r][，+。],
名词未免后面紧跟逗号或句号,未免n[， 。],4,未免n[，+。],
动词经过后面紧跟逗号或句号,经过v [，+。],4,经过v [， 。],
动词就是后面紧跟形容词，形容词前后可以有逗号或句号,就是v a[，+。],4,就是v+a[，+。],
由m和q组成的词语后面紧跟逗号或句号,m q中[，+。],4,m+q中[，+。],
两或几个构成的组合后接名词,[两 几]片n,4,[两+三个+]n,
眼看后面接u，u后面可以接逗号或句号,眼看v u[， 。],4,眼看v+u[，+。],
v后面接着我，后面可以接逗号或句号,v着我[， 。],4,v着我[，+。],
经常后面接名词，名词后面可以接逗号或句号,经常v n[，+。],4,经常n[，+。],1
不曾后面连接一个名词，之后是一个逗号或句号,不曾n[， 。],4,不曾n[，+。],1
格外后面连接一个动词，之后是一个逗号或句号,格外v[， 。],4,格外v[，+。],1
一系列词语后面连接一个动词，之后是一个逗号或句号,[不免 不时 不许]v[q m ]v[， 。],4,[纷纷+全心全意+死里逃生+一五一十]v[q+m+]v[，+。],
包含'了一'，其中'了一'后面是形容词或简称略语，然后是名词或量词，然后是逗号或句号,了一q n[， 。],4,了一q+n[，+。],
包含'看把'，其中'看把'后面是名词，然后是'a v'开头的形容词或简称略语，最后是'的',看把n [a v]的,4,看把n a[的],
包含'全力'，其中'全力'后面是名词，然后是逗号或句号,全力v n[， 。],4,全力v+n[，+。],
幸亏之后紧跟名词，并且名词后以逗号或句号结尾,幸亏d n[， 。],4,幸亏d+n[，+。],
非常之后紧跟语气词和连词，语气词和连词后以逗号或句号结尾,非常v y[， 。],4,非常v+y[，+。],
没之后紧跟动词，并且动词后以逗号或句号结尾,没v过[， 。],4,没v过[，+。],
分期之后紧跟动词，动词后以逗号或句号结尾,分期v v[， 。],4,分期v u[， 。],
啥后接名词，名词后接都，动词都后接句尾前后的标点符号为逗号或句号,啥n都v[，+ 。],4,啥n都v[，+。],
有些后离合出现a，句尾前后的标点符号为逗号或句号,有些a [，+ 。],4,有些a[，+。],
万分后接副词，副词后接名词，句尾前后的标点符号为逗号或句号,万分d n[，+ 。],4,万分d+n[，+。],1
持续动词后接另一个持续动词，句末前后可接逗号或句点,持续v v[， 。],4,持续v+v[，+。],
一系列动词后接“个”，表示一系列动作之后的结果或对象,[溜 抓住 串 败 抄 离 饿 垫 刺]个,4,[修+养+学+知+准+活+感+除+带]个,
一系列动词后接“个”，表示一系列动作之后的结果或对象,[溜 抓住 串 败 抄 离 饿 垫 刺]个,4,[够+变成+突出+收集+决定+引导]个,
名词+把+刀、椅子、剑、火,m+把+[刀+椅子+剑+火],4,n把[把+刀+椅子+剑+火],
疑问词+名词+形容词+副词+逗号或句号,w+n+d+a[，+。],4,[q+r+d+c+v+a++n+m++p]谁了,
名词、形容词、动词建构,[n+a+v]建构,4,建构n a v,
把+数量词、名词、形容词、动词+动词+紧+句尾标点建构,把++[n+r]+v紧[，+。]建构,4,把m+q+[q+r+d+c+v+a++n+m++p]建构。,
这么+形容词+句尾标点建构,这么a[，+。]建构,4,这么a[， 。]建构,
包含由收拾、刨、发布、感到、附、踏、改进这七个词组成的序列后跟一个量词的句子,[收拾+刨+发布+感到+附+踏+改进]个,4,[收拾 刨 发布 感到 附 踏 改进]个,
包含从某个名词到另一个名词，句中逗号或句点不限的句子,从n到n[，+.],4,从n+到n+[，+.],
包含由从头、从未、从小这三个词组成的序列后跟动词、形容词、名词的组合，句尾为逗号或句点的句子,[从头 从未 从小]v[v a n ][， .],4,[从头+从未+从小]v[v+a+n+][，+。],
动词或形容词得不后接形容词，然后是逗号或句点,[v a]得不a[， 。],4,[v+a]得不a[，+。],
揍后接双音节动词或名词,揍 [vn n],4,揍+[v+n+'],
动词空前后接u，然后是逗号或句点,空前v u[， 。],4,空前v+u[，+。],
特地、特意、提早后接动词或形容词或名词或代词，然后是逗号或句点,[特地 特意 提早][v a n r][， 。],4,[特地+特意+提早][v+a+n+r][，+。],
形容词越后接逗号或句号,越a[， 。],4,越a[，+。],
副词赶快后接副词a，再接逗号或句号,赶快d a[，+。],4,赶快d+a[，+。],
动词反复后接名词n，再接逗号或句号,反复v n[，+。],4,反复v+n[，+。],
名词同年后接逗号或句号,同年n[， 。],4,同年n[，+。],
原本、本来动词后接形容词、名词、动词、名词，之后可能有逗号或句号,本来[v a n r][， 。],4,本来[v+a+n+r][，+。],
w后接以q、r、d、c、v、a、n、m、p开头的形容词，之后接幼、老，可能有逗号或句号,w[q r d c v a  n m  p]幼.老w,4,w[q+r+d+c+v+a++n+m++p]幼.老w,
同时形容词后接动词，之后可能有逗号或句号,同时d v[， 。],4,同时d+v[，+。],
陆续动词后接动词，之后可能有逗号或句号,陆续v v[， 。],4,陆续v+v[，+。],1
一道后面跟动词和名词，名词后可跟逗号或句号,一道v n[， 。],4,一道v+n[，+。],1
w后面跟一系列形容词（包括q，r，d，c，v，a）和名词，中间可插入逗号或句号，之后再跟w,w天.地[q r d c v a  n m  p]w,4,w松.硬.快[q r d c v a  n m  p]w,
亲身后面跟一系列动词（包括v，a，n，r），动词组后可跟逗号或句号,亲身[v a n r][， 。],4,亲身[v+a+n+r][，+。],
尤其后面跟副词和形容词，形容词后可跟逗号或句号,尤其d a[， 。],4,尤其d+a[，+。],1
跳后面连接起、上、下、开、过、进、出,跳 [起 上 下 开 过 进 出],4,跳.上[q+r+d+c+v+a++n+m++p],
终年之后动词，随后紧跟逗号或句点,终年v[， 。],4,终年v[，+。],1
形容词后接不，再接形容词，随后紧跟逗号或句点,a而不a[， 。],4,a 不 a[， 。],1
不断之后动词，随后紧跟逗号或句点,不断v[， 。],4,不断v[，+。],1
亲笔动词后接形容词，形容词后接逗号或句号,亲笔v a[， 。],4,亲笔v+a[，+。],1
一处名词后接另一个名词，两个名词后接逗号或句号,一处n n[， 。],4,一处n+n[，+。],1
非常后接名词，名词后接逗号或句号,非常n[， 。],4,非常n[，+。],1
自发动词，后接逗号或句号,自发v[， 。],4,自发v[，+。],1
包含一系列动作后跟'个'的句子,[受 敲 保持 看到 刮 落下 忙]个,4,[ appeal+调查+等待+分+安排+支持+飞行]个,
包含'准时'，后跟名词，再跟逗号或句号的句子,准时v n[，+。],4,准时v+n[，+。],
包含'难道'，后跟逗号或句点的句子,难道n[， 。],4,难道n[，+。],
包含[n r]组合，后跟'的'，最后是'支持',[n r] 的支持,4,[n r] 支持,
动词后接过、过来、过去、开、回、回来、进、进来、进去、出、出来、出去中的任意一个,v[过 过来 过去 开 回 回来 进 进来 进去 出 出来 出去]了,4,v[过+过来+过去+开+回+回来+进+进来+进去+出+出来+出去]了,
悄悄之后接名词，并且名词后可以接逗号或句点,悄悄d n[， 。],4,悄悄d+n[，+。],
照例之后接名词，并且名词后可以接逗号或句点,照例d n[， 。],4,照例d+n[，+。],
要之后接动词，并且动词后可以接逗号或句点,要v了[， 。],4,要v了[，+。],
积极为形容词，后接动词、副词、地,积极/a[v p 地/u],4,积极/a[v+p+地/u],
凡是为动词，后接u，句尾可能为逗号或句点,凡是v u[， 。],4,凡是v+u[，+。],
由虽然、所以、要是组成的动词序列，后接动词、副词，句尾可能为逗号或句点,[虽然 所以 要是][v a][， 。],4,[虽然+所以+要是][v+a][，+。],
由住、看见、加上、回、装、花、搬、懂组成的多个动作后的'个',[住 看见 加上 回 装 花 搬 懂]个,4,[住+看见+加上+回+装+花+搬+懂]个,1
整整副词后紧跟n名词及逗号或句号,整整d n[，+。],4,整整d+n[，+。],
副词'unnecessary'后面紧跟着形容词，之后是逗号和句号,未免d a[， 。],4,unnecessary d a[， 。],
由'开通'， '码'， '磨'， '搓'， '清理'， '守'， '达'， '尿'这八个词组成，之后紧跟一个量词,[开通 码 磨 搓 清理 守 达 尿]个,4,[开通+码+磨+搓+清理+守+达+尿]个,
必将动词后直接接形容词，形容词后接逗号或句号,必将v y[， 。],4,必将v a[， 。],1
动词后直接接由来、去、上、下、进、出组成的序列，序列后接了,v[来 去 上 下 进 出]了,4,v[来+去+上+下+进+出]了,1
长年动词后直接接形容词，形容词后接逗号或句号,长年v y[， 。],4,长年v a[， 。],
你的后接名词，且名词后在逗号或句点前后,你的n++[，+。],4,你的 n[， 。],1
究竟后接动词n，且动词后在逗号或句点前后,究竟v+n[，+。],4,究竟v n[， 。],
动词后接无、围墙、机关、岁末，合计出现次数超过9次,(v) 无 围墙 机关 岁末 (t){count>9},5,(v)+无+围墙+机关+岁末+(t){count>9},
爱浇后接动词，但动词长度不为3个字符,爱浇+(v)+，{len($1)!=3},5,爱浇 (v){len($1)!=3},1
购买的名词和给予的动词长度均小于4个字符,买(n)给(r){len($1)<4;len($2)<4},5,(n)+给予{len($1)<4},
形容词后接名词，名词长度为3个字符,的 (n) 着{len($1)=3},5,的+(n)+一{len($1)=3},
描述为'更'的形容词出现次数少于506次,更 (a){count<506},5,更+(a){count<506},
制造业后的名词组合开始不包含和+游组合,制造业+(n)+品牌{begin($1)!=[和+游]},5,制造业+(n){begin($1)!=[和+游]},1
归前面和后面的动词相同,(v)归(v){$1=$2},5,归(v)归(v){$1=$2},
支付后面的词语长度不等于3,支付 (n){len($1)!=3},5,支付+(n){len($1)!=3},
老区不以订、战、拍开头,(ns)+老区{begin($1)!=[订+战+拍]},5,(n)+不以{begin($1)!=[订+战+拍]},
车马后面接的名词长度为1,(t)+车马+(n){len($1)!=3; len($2)=1},5,车马+(n){len($1)=1},1
V后接一个，且中间不包含是和有的组合,(V)一个{mid($1)!=[是 有]},5,(V)一个{mid($1)!=[是+有]},1
创新，第一个名词长度小于5，第二个名词长度大于1,(n) 创新 (n){len($1)<5; len($2)>1},5,创新 (n),
单词不、若、良言，实例数量超过2,(w) 不 若 良言 (m){count>2},5,(w)+不+若+良言+(m){count>2},
强力加名词，长度不等于3,强力 (n){len($1)!=3},5,强力+(n){len($1)!=3},1
风光加形容词加再，长度不等于2,风光+(d)+再{len($1)!=2},5,风光 (a) 再{len($1)!=2},1
失去加其他词加劳动，实例数量超过6,失去 (u) 劳动{count>6},5,失去+(u)+劳动{count>6},
遵循后面接名词 + 杜绝，且遵循的长度大于1,遵循 (n) 杜绝{len($1)>1},5,遵循+(n)+杜绝{len($1)>1},1
车辆后面接介词 + 隧道，且车辆的长度不等于2,车辆 (p) 隧道{len($1)!=2},5,车辆+(p)+隧道{len($1)!=2},1
破解后面跟着的动名词长度小于3,破解+(vn)+难题{len($1)<3},5,(v)+破解+(vn){len($2)<3},
j类型的词语后面跟着的j类型词语与前面的相同,(j)中之(j){$1=$2},5,(j)中的(j){$1=$2},
充满后面跟着的名词以情+给结束,充满 (n) 的{end($1)=[情 给]},5,充满+(n)+的{end($1)=[情+给]},
单词后接一个非两个字符的词性,(w)+(c){len($2)!=2},5,(nr) 的 人口 (w){len($1)!=2},
动词后接一个单字符,(v) 表细{len($1)=1},5,(v)+./a{len($1)=1},
发展后接一个两个字符的动词和增强,发展 (v) 增强{len($1)=2},5,发展+(v)+增强{len($1)=2},1
名词后接的干部与动词不同,(n) 干部 (v){$1!=$2},5,(n)+干部+(v){$1!=$2},1
互联网结尾为动词、她、味或放的句子,(v) 互联网{end($1)=[动 她 味 放]},5,v+她+[味+放],
v和m组成的句子数量少于126个,(v) (m){count<126},5,(v)+(m){count<126},1
打开n？的句子中，n部分长度不等于3,打开+(n)+？{len($1)!=3},5,打开 (n)？{len($n)!=3},1
v后接，我d的句子数量超过3个,(v)+，+我+(d){count>3},5,(v) ， 我 (d){count>3},1
动词后接单个字符,(v)+让{len($1)=1},5,(v)+管{len($1)=1},
听后面接单个字符的名词，然后接听,听+(m)+听{len($1)=1},5,听[n+s]听,
她后面接非两个字符的连词，然后接腿,她 (u) 腿{len($1)!=2},5,她+(u)+腿{len($1)!=2},
包含超过6次的名词‘博物学家’的句子,(p)+博物学家{count>6},5,博物学家 (n){count>6},
包含‘文学’后接少于667次的标点符号‘。’的句子,文学+(v)+。{count<667},5,文学+(w)+。{count<667},
包含‘有效’后接‘障碍待入’的动词‘公务’的句子,有效 (v) 公务{end($1)=[障 待 入]},5,有效+(v)+公务{end($1)=[障碍+待入]},
主办的次数少于772次,(p) 主办{count<772},5,(p)+主办{count<772},
u后面跟着a，且u和a都是单个字符,(u) (a){len($1)=1},5,(u)+(a){len($1)=1},
v后面跟着v，并且内容相同,比v还v{$1=$2},5,(v)还是(v){$1=$2},
责任后接名词，'是'作为结尾的句子，实例数量少于337个,责任+(w)+是{count<337},5,责任+(n)+是{count<337},1
r类型实体，后面接逗号，且逗号长度大于1,(r) ，{len($1)>1},5,(r)+，{len($1)>1},1
以 '中产' 为双音节动词的句子,(v) 中产{len($1)=2},5,(v)+中产{len($1)=2},
以 '了' 开头，'n' 类型的名词后面跟着句点的句子,了+(n)+。{len($1)=2},5,了 n .,
以 '秦春华' 开头，'v' 类型的句子长度不为2的句子,秦春华+(v)+。{len($1)!=2},5,秦春华+(v){len($1)!=2},1
以 '展' 开头，'n' 类型的名词以 '心'、'体' 结尾的句子,展+(n)+要{end($1)!=[心+体]},5,展 (n) 心{end($1)=[心 体]},
寻找包含超过2次的以'授人以渔'结尾的句子,，+(v)+授人以渔{count>2},5,授人以渔 (w){count>2},1
寻找非3个字符的'd当'前的动名词和'政策'组成的句子,当+(vn)+政策{len($1)!=3},5,非 (d) 当 政策 (vn){len($1)!=3},
寻找重复的'不.'组成的句子,不(.)白不(.){$1=$2},5,不.不.,
金融后接单个英文单词，且该单词长度为2,金融(n)*w{len($1)=2},5,金融 (w) 需{len($1)=2},
总统后面离合出现nr（人名），且人名的长度大于2,总统+(nr)+会见{len($1)>2},5,总统 (nr) 创新{len($1)>2},
v？，且v的长度不为2,(v) ？{len($1)!=2},5,(v)？{len($1)!=2},1
国家后面紧跟一个 an 词性，且包含的 '的' 字符串数量超过3,国家 +(an) + 的 {count > 3},5,国家+(a)+的{count>3},1
一个名词后面跟着一个 a 类型的形容词，但不以 '刚 角 分 业' 结束,(n) + (a) {end($1) != [刚 + 角 + 分 + 业]},5,(n) (a) {end($1) ![刚 角 分 业]},
经验后面紧跟一个 w 类型的词，且包含的该词数量小于474,经验 (w) {count < 474},5,经验 (w){count<474},1
经验 (w) {count < 474},经验 (w) {count < 474},105,经验 (w){count < 474},1
动词后接瘦身，且动词长度大于1,(v)+瘦身{len($1)>1},5,(v) 瘦身{len($1)>1},
动词后接出新名词，且名词长度小于3,(v)+出新+(n){len($2)<3},5,(v)出新 (n){len($2)<3},
Ng后接中之Ng，且两者相同,(Ng)中之(Ng){$1=$2},5,(ng)中之(ng){$1=$2},1
历史后接名词，名词后接。且历史长度为2,历史+(n)+。{len($1)=2},5,历史 (n) 。{len($1)=2},1
吉林后接一个非两字符的动词，再接群众,吉林 (v) 群众{len($1)!=2},5,吉林+(v)+群众{len($1)!=2},1
后接一个非两字符的副词，再接将,后+(d)+将{len($1)!=2},5,(d) 将{len($1)!=2},
明确后接一个非两字符的名词，再接环节,明确 (n) 环节{len($1)=2},5,明确+(n)+环节{len($1)=2},1
不和也必须相同且都是单个字符,不(v)也(v){$1=$2;len($1)=1},5,(a)不和(a){$1=$2},
以'雪'、'总'、'载'开始的单词后接任意单词，构成'高原',(n) 高原{begin($1)=[雪 总 载]},5,(n)+高原{begin($1)=[雪+总+载]},
动词后紧跟着'你们'、'一起'、'的'、'医生'、逗号，且动词前后两个单词长度都不为2,(v)+你们+一起+的+医生+，+(r){len($1)!=2; len($2)!=2},5,(v)+你们+一起+的+医生+，+(m){len($1)!=2; len($2)!=2},
以'介入'开始，后跟'y'，再跟问号，且'介入'长度不为2,介入+(y)+？{len($1)!=2},5,介入 (y) ？{len($1)!=2},
包含‘要’，并且‘要’不以‘醒’或‘角’作为开始,(d) 要{begin($1)!=[醒 角]},5,(d)+要{begin($1)!=[醒+角]},
包含形容词后接长度为2的动词,(an) (v){len($1)=2; len($2)=1},5,(a)越(v){len($1)=2;len($2)=1},
包含动词后接‘多少’、‘心碎’、‘的’和‘眼泪’，且动词长度不等于3,(v) 多少 心碎 的 眼泪 (w){len($1)!=3},5,(v)+多少+心碎+的+眼泪+(w){len($1)!=3},
包含‘m’后接相同的‘m’,m中的m{$1=$2},5,(m)中的(m){$1=$2},
包含党委后接一个非三个字符的名词，且以空格隔开,党委 (n) 、{len($1)!=3},5,党委 (n) 影响{len($1)!=3},
包含两个长度为两个字符的词语，且第二个词语以命运丢萌当组合开头，且以空格隔开,(ns) (n){len($1)=2; begin($2)=[命运 丢 萌 当]},5,命运+丢/n+萌+当/d,
动词 + 也 + 动词（两个动词相同）,(v)也(v)不得{$1=$2},5,(v)也(v) {$1=$2},1
名词 + 烟囱（名词以据晚夸结尾）,(n)+烟囱{end($1)=[据+晚+夸]},5,(n) 烟囱{end($1)=[据 晚 夸]},1
包含一个以w开头的单词、竞争、促进、动词，且促进之后的动词不能是内、巴、三的组合,(w)+竞争+促进+(vn){begin($2)!=[内+巴+三]},5,(w)+竞争+促进+(v){end($2)!=[内+巴+三]},
包含一个以d开头的副词、留下、今日、一个动词，且留下和今日不能是同一个词,(d)+留下+今日+(v){$1!=$2},5,(d) 留下 今日 (v){$1!=$2},
包含一个以ns开头的词、政法，且政法的长度大于1,(ns)+政法{len($1)>1},5,(ns) 政法{len($1)>1},
比后接d，d后再次接d，并且这两个d相同,比d还d{$1=$2},5,比(d)了(d){$1=$2},
n后接的词语长度大于1，最后接的词语不包含肿、断、气、乖,(n) 的 邻居 是 养 (n){len($1)>1; end($2)!=[肿 断 气 乖]},5,(n) 的{len($1)>1; len($2)!=[肿 断 气 乖]},
在'靳宇文'后接动词，之后紧跟句尾符号。实例数量大于3个,靳宇文 (v) 。{count>3},5,靳宇文+(v)+。,
那后面紧跟名词，之后紧跟句尾符号。名词长度大于1,那 (n) 。{len($1)>1},5,那+(n)+。,
由双音节名词和双音节动词组成的短语，名词和动词长度均大于1,(vn)+用地+(n){len($1)>1; len($2)>1},5,(n)+(v){len($1)>1; len($2)>1},
流通业后紧跟名词，实例数量大于9个,流通业 (w){count>9},5,流通业+(w){count>9},
挑到后紧跟小句，小句长度小于3,(挑到 (m) 。{len($1)<3},5,(挑到+(m)+。{len($1)<3},
为和付都是r开头的词语，长度均小于4,(为(r)付(r){len($1)<4;len($2)<4},5,为(r)付(r){len($1)<4;len($2)<4},
生态后紧跟N开头的词语，建设，结尾不等于批+母,(生态 (n) 建设{end($1)!=[批 母]},5,(生态+(n)+建设{end($1)!=[批+母]},
。标点，长度不等于5,(i) 。{len($1)!=5},5,。 (w){len($1)!=5},
邓后接摄，摄后接平、亚、刘、份的组合,邓 (nr) 摄{end($1)=[平 亚 刘 份]},5,邓+(nr)+摄{end($1)=[平+亚+刘+份]},
萝卜后接了，了长度为1,萝卜+(a)+了{len($1)=1},5,(罗+e)了{len($1)=1},
n后接依然，依然以面、晒结尾,(n)+依然{end($1)=[面+晒]},5,(n) 依然{end($1)=[面 晒]},1
包含动词和副词，且这两个词不同,(v) (d){$1!=$2},5,(v)+(d){$1!=$2},1
包含两个'都别'，且这两个'都别'完全相同,(V)都别(V) {$1=$2},5,(V)都别(V)+{$1=$2},
包含两个'忽'，且这两个'忽'不同,(忽)忽{ $1!=$2},5,(忽)忽{($1)!=[忽+]},
"动词""发展""后跟长度大于1的词语",(v) 发展{len($1)>1},5,(v)+发展{len($1)>1},
名词后跟逗号，再跟长度为2的动词,(n) ， 让 (v){len($2)=2},5,(n)+，+人+(v){len($2)=2},
"重要后跟名词，再跟句点，且""重要""不以远+恶+长开头",(重要 (n)) 。{begin($1)!=[远 恶 长]},5,(重要+n)。{begin($1)!=[远+恶+长]},
"中央后跟""权威""，且出现次数大于6",(中央 (u) 权威){count>6},5,(中央+n)+权威{count>6},
是后接名词化率，出现次数超过10次,是+(n)+化率{count>10},5,是 (n) 化率{count>10},
宣誓后接动词，动词后邻职等挑,宣誓 (v){end($1)=[职 等 挑]},5,宣誓+(v)+等{end($1)=[职+挑]},
代词r后接的中的r,(r)中的(r){$1=$2},5,r中的r,
动词后接着，再接一大，且字符串长度分别为不等于3和2,(v)+着+一大+(q){len($1)!=3; len($2)!=2},5,(v)+、{len($1)!=3; len($2)!=2},
葆后面跟着长度少于3的名词,葆 (n){len($1)<3},5,葆+(n){len($1)<3},1
书记后面紧跟着当，且出现次数少于780次,书记 (w) 当{count<780},5,书记+(w)+当{count<780},
n（名词）后面跟着方向、咋、选择，且整个组合长度大于1,(n) 方向 咋 选择 (w){len($1)>1},5,(n)+方向+咋+选择+(w){len($1)>1},
没动词和就动词相同,没(v)就(v){$1=$2},5,没(v)就(v)了{$1=$2},
名词后面紧跟的词语数量超过4,(n)+还{count>4},5,(n)+说{count>4},
村后面紧接着非长度为2的动词,村 (v) 变迁{len($1)!=2},5,村+(v)+标签{len($1)!=2},
非标准名称深圳后面紧跟的词语数量超过4,(ns) 深圳{count>4},5,(ns)+深圳{count>4},
两个名词，第一个名词末尾不为丁+穷+破，第二个名词长度大于1,(n)+(n){end($1)!=[丁+穷+破]; len($2)>1},5,(n)+(n){end($1)!=[丁+穷+破]},
